ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,tcp.flags.syn,tcp.flags.ack,tcp.flags.reset,tcp.len,frame.len,frame.time,frame.time_relative,frame.protocols,frame.number,_ws.col.info,tcp.analysis.flags,tcp.analysis.retransmission,udp.length,http.request.method,http.request.uri,http.authbasic,http.user_agent,ip.len,ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.stream,tcp.urgent_pointer,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,udp.port,frame.time_delta,tcp.time_relative,tcp.time_delta
"192.168.1.16","192.168.1.7","21","38220","0x0018","False","True","False","22","90","Apr  1, 2024 00:39:55.850896369 Turquie","205.594407921","sll:ethertype:ip:tcp:ftp","1381","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","29","55","37","0",,,,,"0.170331798","3.467025772","2.980538344"
"192.168.1.7","192.168.1.16","38220","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:55.850925041 Turquie","205.594436593","sll:ethertype:ip:tcp","1382","38220 → 21 [ACK] Seq=29 Ack=77 Win=32128 Len=0 TSval=1729719009 TSecr=1332501",,,,,,,,"52","True","False",,,,"64","6","32128","77","29","37","0","0.000028672",,,,"0.000028672","3.467054444","0.000028672"
"192.168.1.7","192.168.1.16","38220","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:39:55.952334545 Turquie","205.695846097","sll:ethertype:ip:tcp:ftp","1383","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","77","29","37","0",,,,,"0.101409504","3.568463948","0.101409504"
"192.168.1.16","192.168.1.7","21","38220","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:55.952582725 Turquie","205.696094277","sll:ethertype:ip:tcp","1384","21 → 38220 [ACK] Seq=77 Ack=44 Win=5888 Len=0 TSval=1332511 TSecr=1729719110",,,,,,,,"52","True","False",,,,"64","6","5888","44","77","37","0","0.000248180",,,,"0.000248180","3.568712128","0.000248180"
"192.168.1.16","192.168.1.7","21","38220","0x0018","False","True","False","34","102","Apr  1, 2024 00:39:55.952808647 Turquie","205.696320199","sll:ethertype:ip:tcp:ftp","1385","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","44","77","37","0",,,,,"0.000225922","3.568938050","0.000225922"
"192.168.1.7","192.168.1.16","38220","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:55.952825762 Turquie","205.696337314","sll:ethertype:ip:tcp","1386","38220 → 21 [ACK] Seq=44 Ack=111 Win=32128 Len=0 TSval=1729719111 TSecr=1332511",,,,,,,,"52","True","False",,,,"64","6","32128","111","44","37","0","0.000017115",,,,"0.000017115","3.568955165","0.000017115"
"192.168.1.7","192.168.1.16","38220","21","0x0018","False","True","False","13","81","Apr  1, 2024 00:39:56.054671493 Turquie","205.798183045","sll:ethertype:ip:tcp:ftp","1387","Request: PASS sakura",,,,,,,,"65","True","False",,,,"64","6","32128","111","44","37","0",,,,,"0.101845731","3.670800896","0.101845731"
"192.168.1.16","192.168.1.7","21","38220","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:56.091633268 Turquie","205.835144820","sll:ethertype:ip:tcp","1388","21 → 38220 [ACK] Seq=111 Ack=57 Win=5888 Len=0 TSval=1332525 TSecr=1729719213",,,,,,,,"52","True","False",,,,"64","6","5888","57","111","37","0","0.036961775",,,,"0.036961775","3.707762671","0.036961775"
"192.168.1.16","192.168.1.7","21","38230","0x0018","False","True","False","22","90","Apr  1, 2024 00:39:56.771631038 Turquie","206.515142590","sll:ethertype:ip:tcp:ftp","1389","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","31","55","38","0",,,,,"0.679997770","3.269385450","2.779637846"
"192.168.1.7","192.168.1.16","38230","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:56.771684147 Turquie","206.515195699","sll:ethertype:ip:tcp","1390","38230 → 21 [ACK] Seq=31 Ack=77 Win=32128 Len=0 TSval=1729719930 TSecr=1332593",,,,,,,,"52","True","False",,,,"64","6","32128","77","31","38","0","0.000053109",,,,"0.000053109","3.269438559","0.000053109"
"192.168.1.16","192.168.1.7","21","38238","0x0018","False","True","False","22","90","Apr  1, 2024 00:39:56.801524776 Turquie","206.545036328","sll:ethertype:ip:tcp:ftp","1391","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","30","55","39","0",,,,,"0.029840629","3.268874412","2.781097151"
"192.168.1.7","192.168.1.16","38238","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:56.801548547 Turquie","206.545060099","sll:ethertype:ip:tcp","1392","38238 → 21 [ACK] Seq=30 Ack=77 Win=32128 Len=0 TSval=1729719960 TSecr=1332596",,,,,,,,"52","True","False",,,,"64","6","32128","77","30","39","0","0.000023771",,,,"0.000023771","3.268898183","0.000023771"
"192.168.1.7","192.168.1.16","38230","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:39:56.872845101 Turquie","206.616356653","sll:ethertype:ip:tcp:ftp","1393","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","77","31","38","0",,,,,"0.071296554","3.370599513","0.101160954"
"192.168.1.16","192.168.1.7","21","38230","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:56.873315948 Turquie","206.616827500","sll:ethertype:ip:tcp","1394","21 → 38230 [ACK] Seq=77 Ack=46 Win=5888 Len=0 TSval=1332603 TSecr=1729720031",,,,,,,,"52","True","False",,,,"64","6","5888","46","77","38","0","0.000470847",,,,"0.000470847","3.371070360","0.000470847"
"192.168.1.16","192.168.1.7","21","38230","0x0018","False","True","False","34","102","Apr  1, 2024 00:39:56.873533538 Turquie","206.617045090","sll:ethertype:ip:tcp:ftp","1395","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","46","77","38","0",,,,,"0.000217590","3.371287950","0.000217590"
"192.168.1.7","192.168.1.16","38230","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:56.873557995 Turquie","206.617069547","sll:ethertype:ip:tcp","1396","38230 → 21 [ACK] Seq=46 Ack=111 Win=32128 Len=0 TSval=1729720032 TSecr=1332603",,,,,,,,"52","True","False",,,,"64","6","32128","111","46","38","0","0.000024457",,,,"0.000024457","3.371312407","0.000024457"
"192.168.1.7","192.168.1.16","38238","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:39:56.903190744 Turquie","206.646702296","sll:ethertype:ip:tcp:ftp","1397","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","77","30","39","0",,,,,"0.029632749","3.370540380","0.101642197"
"192.168.1.16","192.168.1.7","21","38238","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:56.903548689 Turquie","206.647060241","sll:ethertype:ip:tcp","1398","21 → 38238 [ACK] Seq=77 Ack=45 Win=5888 Len=0 TSval=1332606 TSecr=1729720061",,,,,,,,"52","True","False",,,,"64","6","5888","45","77","39","0","0.000357945",,,,"0.000357945","3.370898325","0.000357945"
"192.168.1.16","192.168.1.7","21","38238","0x0018","False","True","False","34","102","Apr  1, 2024 00:39:56.903918629 Turquie","206.647430181","sll:ethertype:ip:tcp:ftp","1399","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","45","77","39","0",,,,,"0.000369940","3.371268265","0.000369940"
"192.168.1.7","192.168.1.16","38238","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:56.903939481 Turquie","206.647451033","sll:ethertype:ip:tcp","1400","38238 → 21 [ACK] Seq=45 Ack=111 Win=32128 Len=0 TSval=1729720062 TSecr=1332606",,,,,,,,"52","True","False",,,,"64","6","32128","111","45","39","0","0.000020852",,,,"0.000020852","3.371289117","0.000020852"
"192.168.1.7","192.168.1.16","38230","21","0x0018","False","True","False","13","81","Apr  1, 2024 00:39:56.974501151 Turquie","206.718012703","sll:ethertype:ip:tcp:ftp","1401","Request: PASS adrian",,,,,,,,"65","True","False",,,,"64","6","32128","111","46","38","0",,,,,"0.070561670","3.472255563","0.100943156"
"192.168.1.7","192.168.1.16","38238","21","0x0018","False","True","False","16","84","Apr  1, 2024 00:39:57.006912857 Turquie","206.750424409","sll:ethertype:ip:tcp:ftp","1402","Request: PASS alexander",,,,,,,,"68","True","False",,,,"64","6","32128","111","45","39","0",,,,,"0.032411706","3.474262493","0.102973376"
"192.168.1.16","192.168.1.7","21","38230","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:57.010971554 Turquie","206.754483106","sll:ethertype:ip:tcp","1403","21 → 38230 [ACK] Seq=111 Ack=59 Win=5888 Len=0 TSval=1332617 TSecr=1729720132",,,,,,,,"52","True","False",,,,"64","6","5888","59","111","38","0","0.036470403",,,,"0.004058697","3.508725966","0.036470403"
"192.168.1.16","192.168.1.7","21","38238","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:57.040233867 Turquie","206.783745419","sll:ethertype:ip:tcp","1404","21 → 38238 [ACK] Seq=111 Ack=61 Win=5888 Len=0 TSval=1332620 TSecr=1729720165",,,,,,,,"52","True","False",,,,"64","6","5888","61","111","39","0","0.033321010",,,,"0.029262313","3.507583503","0.033321010"
"192.168.1.16","192.168.1.7","21","38204","0x0018","False","True","False","22","90","Apr  1, 2024 00:39:58.731387122 Turquie","208.474898674","sll:ethertype:ip:tcp:ftp","1405","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","58","111","36","0",,,,,"1.691153255","6.629041146","3.050822551"
"192.168.1.7","192.168.1.16","38204","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:58.731417734 Turquie","208.474929286","sll:ethertype:ip:tcp","1406","38204 → 21 [ACK] Seq=58 Ack=133 Win=32128 Len=0 TSval=1729721889 TSecr=1332789",,,,,,,,"52","True","False",,,,"64","6","32128","133","58","36","0","0.000030612",,,,"0.000030612","6.629071758","0.000030612"
"192.168.1.7","192.168.1.16","38204","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:39:58.833029102 Turquie","208.576540654","sll:ethertype:ip:tcp:ftp","1407","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","133","58","36","0",,,,,"0.101611368","6.730683126","0.101611368"
"192.168.1.16","192.168.1.7","21","38204","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:58.833261395 Turquie","208.576772947","sll:ethertype:ip:tcp","1408","21 → 38204 [ACK] Seq=133 Ack=73 Win=5888 Len=0 TSval=1332799 TSecr=1729721991",,,,,,,,"52","True","False",,,,"64","6","5888","73","133","36","0","0.000232293",,,,"0.000232293","6.730915419","0.000232293"
"192.168.1.16","192.168.1.7","21","38204","0x0018","False","True","False","34","102","Apr  1, 2024 00:39:58.833350426 Turquie","208.576861978","sll:ethertype:ip:tcp:ftp","1409","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","73","133","36","0",,,,,"0.000089031","6.731004450","0.000089031"
"192.168.1.7","192.168.1.16","38204","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:58.833361940 Turquie","208.576873492","sll:ethertype:ip:tcp","1410","38204 → 21 [ACK] Seq=73 Ack=167 Win=32128 Len=0 TSval=1729721991 TSecr=1332799",,,,,,,,"52","True","False",,,,"64","6","32128","167","73","36","0","0.000011514",,,,"0.000011514","6.731015964","0.000011514"
"192.168.1.7","192.168.1.16","38204","21","0x0018","False","True","False","14","82","Apr  1, 2024 00:39:58.934542052 Turquie","208.678053604","sll:ethertype:ip:tcp:ftp","1411","Request: PASS destiny",,,,,,,,"66","True","False",,,,"64","6","32128","167","73","36","0",,,,,"0.101180112","6.832196076","0.101180112"
"192.168.1.16","192.168.1.7","21","38204","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:58.970734211 Turquie","208.714245763","sll:ethertype:ip:tcp","1412","21 → 38204 [ACK] Seq=167 Ack=87 Win=5888 Len=0 TSval=1332813 TSecr=1729722093",,,,,,,,"52","True","False",,,,"64","6","5888","87","167","36","0","0.036192159",,,,"0.036192159","6.868388235","0.036192159"
"192.168.1.16","192.168.1.7","21","38220","0x0018","False","True","False","22","90","Apr  1, 2024 00:39:59.143130968 Turquie","208.886642520","sll:ethertype:ip:tcp:ftp","1413","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","57","111","37","0",,,,,"0.172396757","6.759260371","3.051497700"
"192.168.1.7","192.168.1.16","38220","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:59.143165315 Turquie","208.886676867","sll:ethertype:ip:tcp","1414","38220 → 21 [ACK] Seq=57 Ack=133 Win=32128 Len=0 TSval=1729722301 TSecr=1332830",,,,,,,,"52","True","False",,,,"64","6","32128","133","57","37","0","0.000034347",,,,"0.000034347","6.759294718","0.000034347"
"192.168.1.7","192.168.1.16","38220","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:39:59.244580695 Turquie","208.988092247","sll:ethertype:ip:tcp:ftp","1415","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","133","57","37","0",,,,,"0.101415380","6.860710098","0.101415380"
"192.168.1.16","192.168.1.7","21","38220","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:59.245148434 Turquie","208.988659986","sll:ethertype:ip:tcp","1416","21 → 38220 [ACK] Seq=133 Ack=72 Win=5888 Len=0 TSval=1332840 TSecr=1729722403",,,,,,,,"52","True","False",,,,"64","6","5888","72","133","37","0","0.000567739",,,,"0.000567739","6.861277837","0.000567739"
"192.168.1.16","192.168.1.7","21","38220","0x0018","False","True","False","34","102","Apr  1, 2024 00:39:59.245148551 Turquie","208.988660103","sll:ethertype:ip:tcp:ftp","1417","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","72","133","37","0",,,,,"0.000000117","6.861277954","0.000000117"
"192.168.1.7","192.168.1.16","38220","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:59.245166377 Turquie","208.988677929","sll:ethertype:ip:tcp","1418","38220 → 21 [ACK] Seq=72 Ack=167 Win=32128 Len=0 TSval=1729722403 TSecr=1332840",,,,,,,,"52","True","False",,,,"64","6","32128","167","72","37","0","0.000017826",,,,"0.000017826","6.861295780","0.000017826"
"192.168.1.7","192.168.1.16","38220","21","0x0018","False","True","False","16","84","Apr  1, 2024 00:39:59.347145540 Turquie","209.090657092","sll:ethertype:ip:tcp:ftp","1419","Request: PASS christian",,,,,,,,"68","True","False",,,,"64","6","32128","167","72","37","0",,,,,"0.101979163","6.963274943","0.101979163"
"192.168.1.16","192.168.1.7","21","38220","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:59.380879838 Turquie","209.124391390","sll:ethertype:ip:tcp","1420","21 → 38220 [ACK] Seq=167 Ack=88 Win=5888 Len=0 TSval=1332854 TSecr=1729722505",,,,,,,,"52","True","False",,,,"64","6","5888","88","167","37","0","0.033734298",,,,"0.033734298","6.997009241","0.033734298"
"192.168.1.16","192.168.1.7","21","38230","0x0018","False","True","False","22","90","Apr  1, 2024 00:39:59.871209980 Turquie","209.614721532","sll:ethertype:ip:tcp:ftp","1421","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","59","111","38","0",,,,,"0.490330142","6.368964392","2.860238426"
"192.168.1.7","192.168.1.16","38230","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:59.871238735 Turquie","209.614750287","sll:ethertype:ip:tcp","1422","38230 → 21 [ACK] Seq=59 Ack=133 Win=32128 Len=0 TSval=1729723029 TSecr=1332903",,,,,,,,"52","True","False",,,,"64","6","32128","133","59","38","0","0.000028755",,,,"0.000028755","6.368993147","0.000028755"
"192.168.1.16","192.168.1.7","21","38238","0x0018","False","True","False","22","90","Apr  1, 2024 00:39:59.900397527 Turquie","209.643909079","sll:ethertype:ip:tcp:ftp","1423","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","61","111","39","0",,,,,"0.029158792","6.367747163","2.860163660"
"192.168.1.7","192.168.1.16","38238","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:59.900423184 Turquie","209.643934736","sll:ethertype:ip:tcp","1424","38238 → 21 [ACK] Seq=61 Ack=133 Win=32128 Len=0 TSval=1729723058 TSecr=1332906",,,,,,,,"52","True","False",,,,"64","6","32128","133","61","39","0","0.000025657",,,,"0.000025657","6.367772820","0.000025657"
"192.168.1.7","192.168.1.16","38230","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:39:59.972513378 Turquie","209.716024930","sll:ethertype:ip:tcp:ftp","1425","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","133","59","38","0",,,,,"0.072090194","6.470267790","0.101274643"
"192.168.1.16","192.168.1.7","21","38230","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:59.972818171 Turquie","209.716329723","sll:ethertype:ip:tcp","1426","21 → 38230 [ACK] Seq=133 Ack=74 Win=5888 Len=0 TSval=1332913 TSecr=1729723130",,,,,,,,"52","True","False",,,,"64","6","5888","74","133","38","0","0.000304793",,,,"0.000304793","6.470572583","0.000304793"
"192.168.1.16","192.168.1.7","21","38230","0x0018","False","True","False","34","102","Apr  1, 2024 00:39:59.972997416 Turquie","209.716508968","sll:ethertype:ip:tcp:ftp","1427","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","74","133","38","0",,,,,"0.000179245","6.470751828","0.000179245"
"192.168.1.7","192.168.1.16","38230","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:39:59.973012717 Turquie","209.716524269","sll:ethertype:ip:tcp","1428","38230 → 21 [ACK] Seq=74 Ack=167 Win=32128 Len=0 TSval=1729723131 TSecr=1332913",,,,,,,,"52","True","False",,,,"64","6","32128","167","74","38","0","0.000015301",,,,"0.000015301","6.470767129","0.000015301"
"192.168.1.7","192.168.1.16","38238","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:40:00.001766829 Turquie","209.745278381","sll:ethertype:ip:tcp:ftp","1429","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","133","61","39","0",,,,,"0.028754112","6.469116465","0.101343645"
"192.168.1.16","192.168.1.7","21","38238","0x0010","False","True","False","0","68","Apr  1, 2024 00:40:00.002062697 Turquie","209.745574249","sll:ethertype:ip:tcp","1430","21 → 38238 [ACK] Seq=133 Ack=76 Win=5888 Len=0 TSval=1332916 TSecr=1729723160",,,,,,,,"52","True","False",,,,"64","6","5888","76","133","39","0","0.000295868",,,,"0.000295868","6.469412333","0.000295868"
"192.168.1.16","192.168.1.7","21","38238","0x0018","False","True","False","34","102","Apr  1, 2024 00:40:00.002219356 Turquie","209.745730908","sll:ethertype:ip:tcp:ftp","1431","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","76","133","39","0",,,,,"0.000156659","6.469568992","0.000156659"
"192.168.1.7","192.168.1.16","38238","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:40:00.002230495 Turquie","209.745742047","sll:ethertype:ip:tcp","1432","38238 → 21 [ACK] Seq=76 Ack=167 Win=32128 Len=0 TSval=1729723160 TSecr=1332916",,,,,,,,"52","True","False",,,,"64","6","32128","167","76","39","0","0.000011139",,,,"0.000011139","6.469580131","0.000011139"
"192.168.1.7","192.168.1.16","38230","21","0x0018","False","True","False","13","81","Apr  1, 2024 00:40:00.074835935 Turquie","209.818347487","sll:ethertype:ip:tcp:ftp","1433","Request: PASS 121212",,,,,,,,"65","True","False",,,,"64","6","32128","167","74","38","0",,,,,"0.072605440","6.572590347","0.101823218"
"192.168.1.7","192.168.1.16","38238","21","0x0018","False","True","False","13","81","Apr  1, 2024 00:40:00.102916557 Turquie","209.846428109","sll:ethertype:ip:tcp:ftp","1434","Request: PASS sayang",,,,,,,,"65","True","False",,,,"64","6","32128","167","76","39","0",,,,,"0.028080622","6.570266193","0.100686062"
"192.168.1.16","192.168.1.7","21","38230","0x0010","False","True","False","0","68","Apr  1, 2024 00:40:00.110490538 Turquie","209.854002090","sll:ethertype:ip:tcp","1435","21 → 38230 [ACK] Seq=167 Ack=87 Win=5888 Len=0 TSval=1332927 TSecr=1729723233",,,,,,,,"52","True","False",,,,"64","6","5888","87","167","38","0","0.035654603",,,,"0.007573981","6.608244950","0.035654603"
"192.168.1.16","192.168.1.7","21","38238","0x0010","False","True","False","0","68","Apr  1, 2024 00:40:00.140346546 Turquie","209.883858098","sll:ethertype:ip:tcp","1436","21 → 38238 [ACK] Seq=167 Ack=89 Win=5888 Len=0 TSval=1332930 TSecr=1729723261",,,,,,,,"52","True","False",,,,"64","6","5888","89","167","39","0","0.037429989",,,,"0.029856008","6.607696182","0.037429989"
"192.168.1.16","192.168.1.7","21","38204","0x0018","False","True","False","22","90","Apr  1, 2024 00:40:01.771856376 Turquie","211.515367928","sll:ethertype:ip:tcp:ftp","1437","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","87","167","36","0",,,,,"1.631509830","9.669510400","2.801122165"
"192.168.1.7","192.168.1.16","38204","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:40:01.771884063 Turquie","211.515395615","sll:ethertype:ip:tcp","1438","38204 → 21 [ACK] Seq=87 Ack=189 Win=32128 Len=0 TSval=1729724930 TSecr=1333093",,,,,,,,"52","True","False",,,,"64","6","32128","189","87","36","0","0.000027687",,,,"0.000027687","9.669538087","0.000027687"
"192.168.1.16","192.168.1.7","21","38204","0x0011","False","True","False","0","68","Apr  1, 2024 00:40:01.772093073 Turquie","211.515604625","sll:ethertype:ip:tcp","1439","21 → 38204 [FIN, ACK] Seq=189 Ack=87 Win=5888 Len=0 TSval=1333093 TSecr=1729722093",,,,,,,,"52","True","False",,,,"64","6","5888","87","189","36","0",,,,,"0.000209010","9.669747097","0.000209010"
"192.168.1.7","192.168.1.16","38204","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:40:01.815288458 Turquie","211.558800010","sll:ethertype:ip:tcp","1440","38204 → 21 [ACK] Seq=87 Ack=190 Win=32128 Len=0 TSval=1729724973 TSecr=1333093",,,,,,,,"52","True","False",,,,"64","6","32128","190","87","36","0","0.043195385",,,,"0.043195385","9.712942482","0.043195385"
"192.168.1.7","192.168.1.16","38204","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:40:01.872429200 Turquie","211.615940752","sll:ethertype:ip:tcp:ftp","1441","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","190","87","36","0",,,,,"0.057140742","9.770083224","0.057140742"
"192.168.1.7","192.168.1.16","38204","21","0x0011","False","True","False","0","68","Apr  1, 2024 00:40:01.872492659 Turquie","211.616004211","sll:ethertype:ip:tcp","1442","38204 → 21 [FIN, ACK] Seq=102 Ack=190 Win=32128 Len=0 TSval=1729725030 TSecr=1333093",,,,,,,,"52","True","False",,,,"64","6","32128","190","102","36","0",,,,,"0.000063459","9.770146683","0.000063459"
"192.168.1.16","192.168.1.7","21","38204","0x0004","False","False","True","0","62","Apr  1, 2024 00:40:01.872958691 Turquie","211.616470243","sll:ethertype:ip:tcp","1443","21 → 38204 [RST] Seq=190 Win=0 Len=0",,,,,,,,"40","True","False",,,,"64","6","0","0","190","36","0",,,,,"0.000466032","9.770612715","0.000466032"
"192.168.1.16","192.168.1.7","21","38204","0x0004","False","False","True","0","62","Apr  1, 2024 00:40:01.872958980 Turquie","211.616470532","sll:ethertype:ip:tcp","1444","21 → 38204 [RST] Seq=190 Win=0 Len=0",,,,,,,,"40","True","False",,,,"64","6","0","0","190","36","0",,,,,"0.000000289","9.770613004","0.000000289"
"192.168.1.7","192.168.1.16","59786","21","0x0002","True","False","False","0","76","Apr  1, 2024 00:40:01.873181006 Turquie","211.616692558","sll:ethertype:ip:tcp","1445","59786 → 21 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=1729725031 TSecr=0 WS=128",,,,,,,,"60","True","False",,,,"64","6","32120","0","0","40","0",,,,,"0.000222026","0.000000000","0.000000000"
"192.168.1.16","192.168.1.7","21","59786","0x0012","True","True","False","0","76","Apr  1, 2024 00:40:01.873545596 Turquie","211.617057148","sll:ethertype:ip:tcp","1446","21 → 59786 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM TSval=1333103 TSecr=1729725031 WS=128",,,,,,,,"60","True","False",,,,"64","6","5792","1","0","40","0","0.000364590",,,,"0.000364590","0.000364590","0.000364590"
"192.168.1.7","192.168.1.16","59786","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:40:01.873561965 Turquie","211.617073517","sll:ethertype:ip:tcp","1447","59786 → 21 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=1729725032 TSecr=1333103",,,,,,,,"52","True","False",,,,"64","6","32128","1","1","40","0","0.000016369",,,,"0.000016369","0.000380959","0.000016369"
"192.168.1.16","192.168.1.7","21","59786","0x0018","False","True","False","20","88","Apr  1, 2024 00:40:01.876746844 Turquie","211.620258396","sll:ethertype:ip:tcp:ftp","1448","Response: 220 (vsFTPd 2.3.4)",,,,,,,,"72","True","False",,,,"64","6","5888","1","1","40","0",,,,,"0.003184879","0.003565838","0.003184879"
"192.168.1.7","192.168.1.16","59786","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:40:01.876772450 Turquie","211.620284002","sll:ethertype:ip:tcp","1449","59786 → 21 [ACK] Seq=1 Ack=21 Win=32128 Len=0 TSval=1729725035 TSecr=1333103",,,,,,,,"52","True","False",,,,"64","6","32128","21","1","40","0","0.000025606",,,,"0.000025606","0.003591444","0.000025606"
"192.168.1.16","192.168.1.7","21","38220","0x0018","False","True","False","22","90","Apr  1, 2024 00:40:02.182313279 Turquie","211.925824831","sll:ethertype:ip:tcp:ftp","1450","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","88","167","37","0",,,,,"0.305540829","9.798442682","2.801433441"
"192.168.1.7","192.168.1.16","38220","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:40:02.182344302 Turquie","211.925855854","sll:ethertype:ip:tcp","1451","38220 → 21 [ACK] Seq=88 Ack=189 Win=32128 Len=0 TSval=1729725340 TSecr=1333134",,,,,,,,"52","True","False",,,,"64","6","32128","189","88","37","0","0.000031023",,,,"0.000031023","9.798473705","0.000031023"
"192.168.1.16","192.168.1.7","21","38220","0x0011","False","True","False","0","68","Apr  1, 2024 00:40:02.182704593 Turquie","211.926216145","sll:ethertype:ip:tcp","1452","21 → 38220 [FIN, ACK] Seq=189 Ack=88 Win=5888 Len=0 TSval=1333134 TSecr=1729722505",,,,,,,,"52","True","False",,,,"64","6","5888","88","189","37","0",,,,,"0.000360291","9.798833996","0.000360291"
"192.168.1.7","192.168.1.16","59786","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:40:02.225953457 Turquie","211.969465009","sll:ethertype:ip:tcp:ftp","1453","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","21","1","40","0",,,,,"0.043248864","0.352772451","0.349181007"
"192.168.1.16","192.168.1.7","21","59786","0x0010","False","True","False","0","68","Apr  1, 2024 00:40:02.226262464 Turquie","211.969774016","sll:ethertype:ip:tcp","1454","21 → 59786 [ACK] Seq=21 Ack=16 Win=5888 Len=0 TSval=1333138 TSecr=1729725384",,,,,,,,"52","True","False",,,,"64","6","5888","16","21","40","0","0.000309007",,,,"0.000309007","0.353081458","0.000309007"
"192.168.1.16","192.168.1.7","21","59786","0x0018","False","True","False","34","102","Apr  1, 2024 00:40:02.226412345 Turquie","211.969923897","sll:ethertype:ip:tcp:ftp","1455","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","16","21","40","0",,,,,"0.000149881","0.353231339","0.000149881"
